Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Type_L,Type_M,Temp_diff,Power,Wear_per_speed
298.7,309.6,1254,57.1,124,0,False,True,10.900000000000034,71603.40000000001,0.09880478087649402
298.6,309.5,1325,52.2,127,0,True,False,10.899999999999977,69165.0,0.09577677224736049
298.8,309.7,1424,49.6,129,0,True,False,10.899999999999977,70630.40000000001,0.09052631578947369
298.8,309.7,1505,39.0,131,0,True,False,10.899999999999977,58695.0,0.08698539176626827
298.8,309.7,1392,48.7,133,0,False,True,10.899999999999977,67790.40000000001,0.09547738693467336
298.8,309.7,1529,44.0,136,0,True,False,10.899999999999977,67276.0,0.08888888888888889
298.8,309.7,1477,48.5,138,0,False,True,10.899999999999977,71634.5,0.09336941813261164
298.8,309.7,1459,47.3,141,0,False,True,10.899999999999977,69010.7,0.09657534246575343
299.0,309.8,2240,15.9,144,0,False,True,10.800000000000011,35616.0,0.0642570281124498
298.9,309.7,1449,48.8,147,0,True,False,10.800000000000011,70711.2,0.10137931034482758
298.8,309.7,1589,35.3,149,0,False,True,10.899999999999977,56091.7,0.09371069182389936
298.8,309.7,1740,28.5,152,0,True,False,10.899999999999977,49590.0,0.08730614589316485
298.8,309.7,1499,40.3,154,0,False,True,10.899999999999977,60409.7,0.10266666666666667
298.8,309.7,1480,38.1,157,0,False,True,10.899999999999977,56388.0,0.10600945307224847
298.8,309.7,1751,29.6,160,0,True,False,10.899999999999977,51829.600000000006,0.091324200913242
298.7,309.7,1510,40.6,162,0,True,False,11.0,61306.0,0.10721376571806751
298.8,309.8,1437,48.2,164,0,False,False,11.0,69263.40000000001,0.11404728789986092
298.8,309.7,1609,40.4,169,0,True,False,10.899999999999977,65003.6,0.10496894409937889
298.8,309.8,1490,35.9,171,0,False,False,11.0,53491.0,0.11468812877263582
298.7,309.7,1601,35.7,176,0,True,False,11.0,57155.700000000004,0.10986267166042447
298.7,309.6,1665,31.1,178,0,True,False,10.900000000000034,51781.5,0.10684273709483794
298.7,309.6,1452,42.7,180,0,False,True,10.900000000000034,62000.4,0.12388162422573985
298.7,309.5,1487,33.6,183,0,False,True,10.800000000000011,49963.200000000004,0.12298387096774194
298.7,309.6,1382,48.1,186,0,False,True,10.900000000000034,66474.2,0.13449023861171366
298.7,309.6,1686,26.2,189,0,False,True,10.900000000000034,44173.2,0.11203319502074689
298.6,309.6,1491,36.9,192,0,True,False,11.0,55017.9,0.128686327077748
298.7,309.6,1442,55.6,194,0,True,False,10.900000000000034,80175.2,0.13444213444213443
298.6,309.6,1390,50.3,196,0,True,False,11.0,69917.0,0.1409058231488138
298.7,309.6,1502,46.7,198,0,True,False,10.900000000000034,70143.40000000001,0.1317365269461078
298.6,309.6,1344,59.4,200,0,False,True,11.0,79833.59999999999,0.14869888475836432
298.5,309.5,1385,46.3,203,1,True,False,11.0,64125.49999999999,0.14646464646464646
298.7,309.7,1547,37.4,0,0,True,False,11.0,57857.799999999996,0.0
298.6,309.6,1525,42.4,2,0,False,True,11.0,64660.0,0.001310615989515072
298.6,309.6,1540,35.8,5,0,True,False,11.0,55131.99999999999,0.003244646333549643
298.6,309.5,1450,44.3,7,0,True,False,10.899999999999977,64234.99999999999,0.004824259131633356
298.6,309.6,1353,62.5,9,0,True,False,11.0,84562.5,0.0066469719350073855
298.8,309.7,1582,45.0,11,0,True,False,10.899999999999977,71190.0,0.006948831332912192
298.9,309.8,1396,49.0,13,0,True,False,10.900000000000034,68404.0,0.009305654974946313
298.8,309.8,1551,36.6,15,0,False,True,11.0,56766.600000000006,0.009664948453608248
298.9,309.8,1836,22.8,18,0,False,True,10.900000000000034,41860.8,0.00979858464888405
298.9,309.8,1390,49.9,21,0,True,False,10.900000000000034,69361.0,0.01509705248023005
298.9,309.8,1534,42.1,23,0,True,False,10.900000000000034,64581.4,0.01498371335504886
298.8,309.7,1953,20.6,25,0,True,False,10.899999999999977,40231.8,0.0127942681678608
298.8,309.8,1634,33.6,27,0,True,False,11.0,54902.4,0.01651376146788991
298.7,309.7,1881,21.7,29,0,True,False,11.0,40817.7,0.015409139213602551
298.8,309.7,1448,44.8,31,0,False,True,10.899999999999977,64870.399999999994,0.02139406487232574
298.7,309.7,1362,50.5,34,0,False,True,11.0,68781.0,0.024944974321349962
298.8,309.7,1225,63.4,37,0,True,False,10.899999999999977,77665.0,0.030179445350734094
298.8,309.6,1384,48.2,39,0,False,True,10.800000000000011,66708.8,0.02815884476534296
298.8,309.8,1334,49.3,42,0,True,False,11.0,65766.2,0.03146067415730337
298.8,309.7,1336,50.3,44,0,True,False,10.899999999999977,67200.8,0.032909498878085267
298.8,309.9,1331,61.6,46,0,False,True,11.099999999999966,81989.6,0.03453453453453453
298.8,309.9,1629,31.9,49,0,True,False,11.099999999999966,51965.1,0.030061349693251534
298.9,310.0,1776,25.7,51,0,True,False,11.100000000000023,45643.2,0.028700056274620148
298.8,310.0,1530,38.3,53,0,False,False,11.199999999999989,58598.99999999999,0.034617896799477466
298.9,310.0,1719,27.3,58,0,True,False,11.100000000000023,46928.700000000004,0.03372093023255814
298.8,309.9,1495,35.2,60,0,False,True,11.099999999999966,52624.00000000001,0.040106951871657755
298.8,309.7,1450,43.1,63,0,True,False,10.899999999999977,62495.0,0.043418332184700204
298.8,309.8,1563,38.8,65,0,False,False,11.0,60644.399999999994,0.04156010230179028
298.9,309.9,1501,37.1,70,0,False,True,11.0,55687.1,0.04660452729693742
298.8,309.9,1351,47.2,73,0,True,False,11.099999999999966,63767.200000000004,0.053994082840236685
298.9,309.9,1365,46.5,75,0,True,False,11.0,63472.5,0.05490483162518302
298.8,309.9,1525,39.7,77,0,True,False,11.099999999999966,60542.50000000001,0.05045871559633028
298.8,309.8,1288,61.9,79,0,False,True,11.0,79727.2,0.0612878200155159
298.6,309.6,1423,42.7,82,0,True,False,11.0,60762.100000000006,0.05758426966292135
298.5,309.6,1502,39.4,84,0,False,True,11.100000000000023,59178.799999999996,0.05588822355289421
298.5,309.5,1428,43.5,87,0,True,False,11.0,62118.0,0.06088173547935619
298.6,309.5,1566,38.1,89,0,False,True,10.899999999999977,59664.600000000006,0.05679642629227824
298.5,309.5,1483,44.8,92,0,False,True,11.0,66438.4,0.06199460916442048
298.6,309.6,1593,33.3,95,0,False,False,11.0,53046.899999999994,0.05959849435382685
298.5,309.6,1724,26.4,100,0,True,False,11.100000000000023,45513.6,0.057971014492753624
298.5,309.7,2617,12.1,102,1,True,False,11.199999999999989,31665.7,0.03896103896103896
298.6,309.7,1294,59.4,104,0,True,False,11.099999999999966,76863.59999999999,0.08030888030888031
298.6,309.6,1533,40.7,106,0,True,False,11.0,62393.100000000006,0.06910039113428944
298.5,309.4,1671,31.8,108,0,False,False,10.899999999999977,53137.8,0.0645933014354067
298.5,309.5,1370,52.4,113,0,True,False,11.0,71788.0,0.0824215900802334
298.5,309.6,1462,45.1,115,0,True,False,11.100000000000023,65936.2,0.0786056049213944
298.4,309.5,1545,36.6,117,0,True,False,11.100000000000023,56547.0,0.07567917205692108
298.4,309.5,1484,41.7,119,0,False,True,11.100000000000023,61882.8,0.08013468013468013
298.4,309.5,1344,45.3,122,0,False,True,11.100000000000023,60883.2,0.09070631970260223
298.4,309.5,1357,50.1,125,0,True,False,11.100000000000023,67985.7,0.09204712812960236
298.5,309.6,1572,33.0,127,0,False,True,11.100000000000023,51876.0,0.080737444373808
298.5,309.6,1861,26.9,130,0,True,False,11.100000000000023,50060.899999999994,0.06981740064446831
298.5,309.5,1548,44.5,132,0,True,False,11.0,68886.0,0.08521626856036152
298.6,309.8,1496,37.7,134,0,True,False,11.199999999999989,56399.200000000004,0.0895123580494322
298.6,309.7,1314,49.7,136,0,False,True,11.099999999999966,65305.8,0.10342205323193916
298.6,309.7,1422,49.7,139,0,False,True,11.099999999999966,70673.40000000001,0.09768095572733661
298.6,309.8,1842,20.1,142,0,True,False,11.199999999999989,37024.200000000004,0.0770482908301682
298.7,309.9,1434,53.0,144,0,False,True,11.199999999999989,76002.0,0.10034843205574913
298.8,310.1,1585,31.3,147,0,False,True,11.300000000000011,49610.5,0.0926860025220681
298.8,310.1,1704,30.7,150,0,False,False,11.300000000000011,52312.799999999996,0.08797653958944282
298.9,310.2,1971,23.2,155,0,True,False,11.300000000000011,45727.2,0.07860040567951318
299.0,310.3,1431,39.9,157,0,True,False,11.300000000000011,57096.9,0.10963687150837989
298.9,310.4,1546,37.7,159,0,True,False,11.5,58284.200000000004,0.10277957336780866
298.9,310.3,1496,36.3,161,0,True,False,11.400000000000034,54304.799999999996,0.10754843019372078
298.9,310.3,1243,63.0,163,0,False,False,11.400000000000034,78309.0,0.1310289389067524
299.0,310.4,1452,46.2,168,0,True,False,11.399999999999977,67082.40000000001,0.11562284927735719
299.1,310.6,1380,44.7,170,0,True,False,11.5,61686.00000000001,0.12309920347574221
299.2,310.6,1567,38.4,172,0,True,False,11.400000000000034,60172.799999999996,0.1096938775510204
299.1,310.5,1628,35.9,174,0,True,False,11.399999999999977,58445.2,0.10681399631675875
299.1,310.4,1505,46.1,176,0,True,False,11.299999999999955,69380.5,0.11686586985391766
299.0,310.3,1827,28.0,178,0,False,True,11.300000000000011,51156.0,0.09737417943107221
299.0,310.3,1577,40.0,181,0,True,False,11.300000000000011,63080.0,0.114702154626109
298.9,310.2,1304,57.2,183,0,True,False,11.300000000000011,74588.8,0.14022988505747128
298.9,310.1,1324,54.6,185,0,False,False,11.200000000000045,72290.40000000001,0.13962264150943396
298.8,310.0,1537,39.9,190,0,True,False,11.199999999999989,61326.299999999996,0.1235370611183355
298.8,310.1,1501,48.7,192,0,False,True,11.300000000000011,73098.7,0.1278295605858855
298.7,309.9,1654,29.1,195,0,False,True,11.199999999999989,48131.4,0.11782477341389729
298.7,310.0,1519,38.1,198,0,False,True,11.300000000000011,57873.9,0.13026315789473683
298.7,309.9,1371,51.3,201,0,True,False,11.199999999999989,70332.3,0.14650145772594753
298.7,309.8,1181,65.9,203,1,True,False,11.100000000000023,77827.90000000001,0.17174280879864637
298.6,309.8,1469,42.8,205,0,True,False,11.199999999999989,62873.2,0.13945578231292516
298.6,309.8,1637,34.6,207,0,True,False,11.199999999999989,56640.200000000004,0.12637362637362637
298.6,309.8,1370,56.0,0,0,True,False,11.199999999999989,76720.0,0.0
298.6,309.9,1630,30.6,2,0,True,False,11.299999999999955,49878.0,0.001226241569589209
298.6,310.0,1517,39.0,4,0,True,False,11.399999999999977,59163.0,0.002635046113306983
298.6,309.9,1668,32.3,6,0,False,True,11.299999999999955,53876.399999999994,0.0035949670461354103
298.6,309.9,1818,24.9,9,0,False,True,11.299999999999955,45268.2,0.004947773501924134
298.6,310.0,1541,36.9,12,0,False,True,11.399999999999977,56862.899999999994,0.007782101167315175
298.5,309.9,1482,42.1,15,0,True,False,11.399999999999977,62392.200000000004,0.010114632501685773
298.6,310.1,1439,49.9,17,0,True,False,11.5,71806.09999999999,0.011805555555555555
298.5,310.0,1492,41.2,19,0,True,False,11.5,61470.4,0.012726054922973878
298.4,309.9,1725,27.8,21,0,True,False,11.5,47955.0,0.01216685979142526
298.4,310.0,1559,44.2,23,0,True,False,11.600000000000023,68907.8,0.014743589743589743
298.5,310.0,1435,42.5,25,0,True,False,11.5,60987.5,0.017409470752089137
298.6,310.0,1512,37.5,27,0,False,True,11.399999999999977,56700.0,0.01784534038334435
298.6,309.9,1564,37.1,30,0,True,False,11.299999999999955,58024.4,0.019169329073482427
298.6,310.0,1522,40.3,32,0,True,False,11.399999999999977,61336.6,0.021011162179908074
298.6,309.9,1356,59.5,34,0,True,False,11.299999999999955,80682.0,0.025055268975681652
298.6,309.9,1556,38.6,36,0,True,False,11.299999999999955,60061.600000000006,0.023121387283236993
298.6,309.9,1393,45.5,38,0,True,False,11.299999999999955,63381.5,0.027259684361549498
298.7,309.9,1753,26.8,40,0,True,False,11.199999999999989,46980.4,0.02280501710376283
298.7,309.9,1651,29.5,42,0,True,False,11.199999999999989,48704.5,0.025423728813559324
298.7,309.9,1372,54.7,44,0,True,False,11.199999999999989,75048.40000000001,0.032046613255644577
298.7,309.9,1446,43.3,46,0,True,False,11.199999999999989,62611.799999999996,0.03178991015894955
298.7,309.8,1501,44.7,48,0,False,True,11.100000000000023,67094.7,0.03195739014647137
298.7,309.9,1411,45.1,51,0,False,True,11.199999999999989,63636.1,0.03611898016997167
298.6,309.7,1672,27.5,54,0,False,False,11.099999999999966,45980.0,0.032277346084877465
298.7,309.8,1475,40.5,59,0,False,True,11.100000000000023,59737.5,0.03997289972899729
298.7,309.8,1469,38.4,62,0,True,False,11.100000000000023,56409.6,0.04217687074829932
298.6,309.8,1704,28.3,64,0,True,False,11.199999999999989,48223.200000000004,0.0375366568914956
298.6,309.7,1463,39.1,66,0,False,False,11.099999999999966,57203.3,0.045081967213114756
298.6,309.7,1280,64.1,71,0,False,True,11.099999999999966,82048.0,0.05542544886807182
298.7,309.9,1464,38.0,74,0,True,False,11.199999999999989,55632.0,0.050511945392491465
298.6,309.8,1332,46.4,76,0,True,False,11.199999999999989,61804.799999999996,0.05701425356339085
298.5,309.7,1634,37.8,78,0,True,False,11.199999999999989,61765.2,0.047706422018348627
298.6,309.8,1430,43.1,80,0,False,True,11.199999999999989,61633.0,0.055904961565338925
298.5,309.7,1523,44.6,83,0,False,True,11.199999999999989,67925.8,0.05446194225721785
298.5,309.7,1557,37.7,86,0,False,True,11.199999999999989,58698.9,0.055198973042362
298.5,309.6,1585,32.2,89,0,True,False,11.100000000000023,51037.00000000001,0.056116015132408575
298.5,309.6,1579,33.5,91,0,False,False,11.100000000000023,52896.5,0.05759493670886076
298.5,309.7,1354,60.8,96,0,False,True,11.199999999999989,82323.2,0.07084870848708487
298.6,309.7,1627,33.4,99,0,True,False,11.099999999999966,54341.799999999996,0.060810810810810814
298.4,309.6,1477,35.6,101,0,True,False,11.200000000000045,52581.200000000004,0.06833558863328823
298.3,309.4,1595,29.0,103,0,False,True,11.099999999999966,46255.0,0.06453634085213032
298.4,309.5,1520,38.1,106,0,True,False,11.100000000000023,57912.0,0.06969099276791585
298.3,309.4,1618,31.5,108,0,True,False,11.099999999999966,50967.0,0.06670784434836319
298.4,309.5,1397,50.3,110,0,True,False,11.100000000000023,70269.09999999999,0.07868383404864092
298.4,309.5,1450,47.9,112,0,True,False,11.100000000000023,69455.0,0.0771881461061337
298.5,309.5,1501,40.2,114,0,False,True,11.0,60340.200000000004,0.0758988015978695
298.4,309.4,1392,50.1,117,0,True,False,11.0,69739.2,0.08399138549892318
298.4,309.4,1385,43.2,119,0,True,False,11.0,59832.00000000001,0.08585858585858586
298.4,309.4,1461,46.3,121,0,True,False,11.0,67644.3,0.08276333789329686
298.5,309.6,1364,58.7,123,0,False,True,11.100000000000023,80066.8,0.09010989010989011
298.5,309.5,1579,38.6,126,0,True,False,11.0,60949.4,0.07974683544303797
298.4,309.5,1514,38.8,128,0,False,True,11.100000000000023,58743.2,0.08448844884488449
298.3,309.5,1560,36.9,131,0,False,True,11.199999999999989,57564.0,0.08392056374119154
298.3,309.5,1542,36.7,134,0,True,False,11.199999999999989,56591.4,0.08684381075826313
298.3,309.4,1668,27.1,136,0,True,False,11.099999999999966,45202.8,0.08148591971240264
298.3,309.4,1816,22.6,138,0,False,True,11.099999999999966,41041.600000000006,0.0759493670886076
298.3,309.4,1509,34.2,141,0,False,True,11.099999999999966,51607.8,0.09337748344370861
298.4,309.6,1479,37.8,144,0,True,False,11.200000000000045,55906.2,0.0972972972972973
298.4,309.6,1655,30.2,146,0,True,False,11.200000000000045,49981.0,0.08816425120772947
298.3,309.5,1711,30.3,148,0,True,False,11.199999999999989,51843.3,0.08644859813084112
298.4,309.7,1581,34.6,150,0,True,False,11.300000000000011,54702.600000000006,0.09481668773704172
298.6,309.8,1279,55.9,152,0,False,False,11.199999999999989,71496.09999999999,0.11875
298.5,309.8,1468,40.9,157,0,True,False,11.300000000000011,60041.2,0.10687542545949626
298.4,309.7,1419,41.3,159,0,True,False,11.300000000000011,58604.7,0.1119718309859155
298.4,309.7,1530,38.6,161,0,True,False,11.300000000000011,59058.0,0.10516002612671456
298.4,309.6,1710,27.3,163,1,True,False,11.200000000000045,46683.0,0.09526592635885447
298.4,309.7,1518,39.8,165,0,True,False,11.300000000000011,60416.399999999994,0.10862409479921001
298.4,309.7,1679,33.3,167,0,False,True,11.300000000000011,55910.7,0.0994047619047619
298.4,309.7,1870,22.5,170,0,False,True,11.300000000000011,42075.0,0.09086050240513095
298.3,309.7,1484,44.3,173,0,True,False,11.399999999999977,65741.2,0.1164983164983165
298.4,309.7,1457,44.2,175,0,True,False,11.300000000000011,64399.4,0.12002743484224966
298.3,309.6,1546,36.2,177,0,False,False,11.300000000000011,55965.200000000004,0.11441499676793794
298.2,309.5,1478,36.5,182,0,False,True,11.300000000000011,53947.0,0.12305611899932387
298.2,309.4,1447,47.1,185,0,True,False,11.199999999999989,68153.7,0.1277624309392265
298.2,309.4,1443,45.4,187,0,True,False,11.199999999999989,65512.2,0.12950138504155126
298.3,309.6,1527,30.9,189,0,True,False,11.300000000000011,47184.299999999996,0.12369109947643979
298.3,309.6,1469,54.8,191,0,False,True,11.300000000000011,80501.2,0.12993197278911564
298.3,309.6,1681,27.1,194,0,False,True,11.300000000000011,45555.100000000006,0.11533888228299644
298.3,309.6,1420,44.1,197,0,True,False,11.300000000000011,62622.0,0.1386347642505278
298.3,309.5,1543,49.9,199,0,False,True,11.199999999999989,76995.7,0.12888601036269431
298.4,309.5,1376,50.4,202,0,True,False,11.100000000000023,69350.4,0.1466957153231663
298.3,309.4,1631,29.8,0,0,False,False,11.099999999999966,48603.8,0.0
298.3,309.3,1529,41.7,5,0,False,False,11.0,63759.3,0.0032679738562091504
298.3,309.4,1468,46.2,10,0,True,False,11.099999999999966,67821.6,0.0068073519400953025
298.3,309.4,1378,52.3,12,0,True,False,11.099999999999966,72069.4,0.00870195794053662
298.3,309.3,1401,51.9,14,0,True,False,11.0,72711.9,0.009985734664764621
298.4,309.3,1531,37.4,16,0,True,False,10.900000000000034,57259.4,0.010443864229765013
298.4,309.3,1512,35.8,18,0,True,False,10.900000000000034,54129.6,0.011896893588896233
298.5,309.4,1522,47.4,20,0,False,True,10.899999999999977,72142.8,0.013131976362442548
298.5,309.3,1615,31.8,23,0,False,True,10.800000000000011,51357.0,0.014232673267326733
298.6,309.3,1449,46.5,26,0,True,False,10.699999999999989,67378.5,0.01793103448275862
298.6,309.4,1315,55.5,28,0,True,False,10.799999999999955,72982.5,0.02127659574468085
298.6,309.4,1465,41.1,30,0,False,True,10.799999999999955,60211.5,0.020463847203274217
298.6,309.5,1404,43.3,33,0,False,True,10.899999999999977,60793.2,0.023487544483985764
298.6,309.5,1547,44.8,36,0,True,False,10.899999999999977,69305.59999999999,0.023255813953488372
298.6,309.5,1426,45.4,38,0,False,True,10.899999999999977,64740.4,0.026629292221443588
298.6,309.5,1730,30.2,41,0,True,False,10.899999999999977,52246.0,0.02368573079145003
298.5,309.4,1548,37.7,43,0,True,False,10.899999999999977,58359.600000000006,0.02775984506132989
298.5,309.4,1517,40.2,45,0,True,False,10.899999999999977,60983.4,0.029644268774703556
298.6,309.5,1687,29.3,47,0,True,False,10.899999999999977,49429.1,0.027843601895734597
298.5,309.5,1738,25.2,49,0,True,False,11.0,43797.6,0.02817711328349626
298.4,309.4,1512,35.3,51,0,False,False,11.0,53373.6,0.033707865168539325
298.5,309.4,1365,48.7,56,0,False,True,10.899999999999977,66475.5,0.040995607613469986
298.5,309.4,2011,21.0,59,0,False,False,10.899999999999977,42231.0,0.029324055666003976
298.4,309.3,1806,27.6,64,0,True,False,10.900000000000034,49845.600000000006,0.03541781959048146
298.4,309.3,1716,28.4,66,0,True,False,10.900000000000034,48734.399999999994,0.0384391380314502
298.4,309.4,1666,24.3,68,0,False,True,11.0,40483.8,0.04079184163167367
298.5,309.4,1578,36.3,71,0,True,False,10.899999999999977,57281.399999999994,0.04496516782773907
298.3,309.3,1558,37.2,73,0,True,False,11.0,57957.600000000006,0.04682488774855677
298.3,309.2,1456,45.5,75,0,True,False,10.899999999999977,66248.0,0.05147563486616335
298.2,309.1,1457,49.0,77,0,False,True,10.900000000000034,71393.0,0.05281207133058985
298.2,309.1,1467,44.5,80,0,True,False,10.900000000000034,65281.5,0.05449591280653951
298.1,309.0,1661,38.2,82,0,False,True,10.899999999999977,63450.200000000004,0.049338146811071
298.1,309.0,1592,33.9,85,0,True,False,10.899999999999977,53968.799999999996,0.053358443188951665
298.2,309.0,1596,37.2,87,0,True,False,10.800000000000011,59371.200000000004,0.054477144646211645
298.2,309.0,1489,40.6,89,0,True,False,10.800000000000011,60453.4,0.059731543624161075
298.3,309.0,1471,48.3,91,0,True,False,10.699999999999989,71049.3,0.06182065217391304
298.3,309.0,1505,41.3,93,0,False,True,10.699999999999989,62156.49999999999,0.061752988047808766
298.3,309.0,1519,40.0,96,0,True,False,10.699999999999989,60760.0,0.06315789473684211
298.3,309.0,1408,45.4,98,0,True,False,10.699999999999989,63923.2,0.0695528743789922
298.2,308.9,1332,44.4,100,0,True,False,10.699999999999989,59140.799999999996,0.07501875468867217
298.1,308.9,1351,52.4,102,0,True,False,10.799999999999955,70792.4,0.07544378698224852
298.0,308.9,1500,36.7,104,0,True,False,10.899999999999977,55050.00000000001,0.06928714190539641
298.0,308.7,1614,30.7,106,0,False,True,10.699999999999989,49549.799999999996,0.06563467492260062
298.0,308.8,1489,36.5,109,0,True,False,10.800000000000011,54348.5,0.07315436241610739
297.9,308.7,1751,26.6,111,0,False,True,10.800000000000011,46576.600000000006,0.06335616438356165
298.0,308.7,1511,45.8,114,0,True,False,10.699999999999989,69203.8,0.07539682539682539
297.9,308.6,1691,29.6,116,0,True,False,10.700000000000045,50053.600000000006,0.06855791962174941
297.9,308.6,1757,27.5,118,0,True,False,10.700000000000045,48317.5,0.0671217292377702
297.9,308.7,1545,35.9,120,0,False,False,10.800000000000011,55465.5,0.07761966364812418
297.9,308.6,2262,15.7,125,0,True,False,10.700000000000045,35513.4,0.0552364118426867
297.7,308.5,1559,35.2,127,0,False,True,10.800000000000011,54876.8,0.08141025641025641
297.6,308.4,1626,32.4,130,0,True,False,10.799999999999955,52682.399999999994,0.07990165949600492
297.6,308.3,1424,53.9,132,0,True,False,10.699999999999989,76753.59999999999,0.09263157894736843
297.6,308.3,1648,29.1,134,0,False,True,10.699999999999989,47956.8,0.08126137052759248
297.6,308.3,1523,39.5,137,0,True,False,10.699999999999989,60158.5,0.08989501312335958
297.6,308.3,1502,43.2,139,0,True,False,10.699999999999989,64886.4,0.09248170326014638
297.5,308.2,1489,40.7,141,0,True,False,10.699999999999989,60602.3,0.09463087248322148
297.4,308.1,1620,31.2,143,0,False,True,10.700000000000045,50544.0,0.08821714990746453
297.5,308.1,1631,30.6,146,0,True,False,10.600000000000023,49908.600000000006,0.08946078431372549
297.5,308.0,1429,45.8,148,0,False,True,10.5,65448.2,0.1034965034965035
297.5,308.1,1334,72.0,151,1,False,True,10.600000000000023,96048.0,0.11310861423220973
297.4,308.0,1423,38.0,154,0,True,False,10.600000000000023,54074.0,0.10814606741573034
297.4,307.9,1390,47.7,156,0,True,False,10.5,66303.0,0.11214953271028037
297.4,307.9,1338,48.5,158,0,False,True,10.5,64893.0,0.1179985063480209
297.3,307.9,1461,37.5,161,0,False,False,10.599999999999966,54787.5,0.11012311901504789
297.4,307.9,1627,34.3,166,0,False,True,10.5,55806.1,0.10196560196560196
297.3,307.8,1385,44.4,169,0,True,False,10.5,61494.0,0.12193362193362194
297.3,307.8,1538,48.0,171,0,False,True,10.5,73824.0,0.1111111111111111
297.4,307.9,1557,35.5,174,0,True,False,10.5,55273.5,0.1116816431322208
297.4,307.9,1606,33.4,176,0,True,False,10.5,53640.399999999994,0.10952084629744867
297.5,308.0,1430,44.5,178,0,False,True,10.5,63635.0,0.1243885394828791
297.4,308.0,1601,34.6,181,0,False,True,10.600000000000023,55394.600000000006,0.11298377028714107
297.4,308.0,1356,51.9,184,0,True,False,10.600000000000023,70376.4,0.13559322033898305
297.5,308.2,1624,30.9,186,0,False,True,10.699999999999989,50181.6,0.11446153846153846
297.5,308.2,1327,56.5,189,0,True,False,10.699999999999989,74975.5,0.14231927710843373
297.6,308.3,1410,47.0,191,0,True,False,10.699999999999989,66270.0,0.13536498936924168
297.6,308.3,1478,42.3,193,0,True,False,10.699999999999989,62519.399999999994,0.13049357674104126
297.6,308.4,1460,40.3,195,0,True,False,10.799999999999955,58837.99999999999,0.13347022587268995
297.5,308.3,1435,40.3,197,0,True,False,10.800000000000011,57830.49999999999,0.1371866295264624
297.4,308.2,1359,46.9,199,0,False,False,10.800000000000011,63737.1,0.1463235294117647
297.4,308.1,1729,31.7,204,0,True,False,10.700000000000045,54809.299999999996,0.11791907514450867
297.3,308.0,1384,49.1,206,0,False,False,10.699999999999989,67954.40000000001,0.14873646209386282
297.4,308.2,1297,52.1,211,0,True,False,10.800000000000011,67573.7,0.162557781201849
297.5,308.4,1633,33.3,213,0,True,False,10.899999999999977,54378.899999999994,0.1303549571603427
297.5,308.4,1505,37.2,215,0,False,True,10.899999999999977,55986.00000000001,0.14276228419654716
297.5,308.4,1433,50.0,218,0,True,False,10.899999999999977,71650.0,0.15202231520223153
297.4,308.4,1369,50.6,220,1,True,False,11.0,69271.40000000001,0.16058394160583941
297.4,308.3,1475,40.5,222,1,True,False,10.900000000000034,59737.5,0.15040650406504066
297.4,308.3,1561,38.3,0,0,True,False,10.900000000000034,59786.299999999996,0.0
297.4,308.3,1472,45.5,2,0,True,False,10.900000000000034,66976.0,0.0013577732518669382
297.5,308.4,1441,44.5,4,0,True,False,10.899999999999977,64124.5,0.0027739251040221915
297.5,308.5,1401,50.5,6,0,False,True,11.0,70750.5,0.0042796005706134095
297.5,308.5,1691,33.1,9,0,True,False,11.0,55972.100000000006,0.005319148936170213
297.6,308.6,1382,47.1,11,0,True,False,11.0,65092.200000000004,0.007953723788864787
297.6,308.6,1355,46.4,13,0,True,False,11.0,62872.0,0.009587020648967551
297.6,308.6,1529,45.3,15,0,True,False,11.0,69263.7,0.00980392156862745
297.7,308.7,1829,24.9,17,0,True,False,11.0,45542.1,0.009289617486338797
297.6,308.6,1480,39.8,19,0,False,False,11.0,58903.99999999999,0.012829169480081027
297.6,308.5,1475,42.4,24,0,True,False,10.899999999999977,62540.0,0.016260162601626018
297.6,308.5,1431,52.6,26,0,False,True,10.899999999999977,75270.6,0.018156424581005588
297.5,308.3,1437,42.3,29,0,True,False,10.800000000000011,60785.1,0.020166898470097356
297.5,308.3,1476,45.6,31,0,False,True,10.800000000000011,67305.6,0.02098849018280298
297.5,308.4,1490,39.7,34,0,False,False,10.899999999999977,59153.00000000001,0.022803487592219986
297.4,308.3,1632,33.5,39,0,True,False,10.900000000000034,54672.0,0.023882424984690752
297.4,308.2,1402,49.7,41,0,True,False,10.800000000000011,69679.40000000001,0.029223093371347115
297.4,308.3,1347,45.8,43,0,True,False,10.900000000000034,61692.6,0.031899109792284865
297.5,308.4,1747,31.0,45,0,True,False,10.899999999999977,54157.0,0.02574370709382151
297.5,308.5,1557,39.1,47,0,False,False,11.0,60878.700000000004,0.030166880616174584
297.4,308.4,1371,57.4,52,0,True,False,11.0,78695.4,0.037900874635568516
297.3,308.3,1506,37.0,54,0,False,False,11.0,55722.0,0.035832780358327807
297.3,308.3,1590,35.5,59,0,True,False,11.0,56445.0,0.03708359522313011
297.4,308.3,1336,53.7,61,0,True,False,10.900000000000034,71743.2,0.0456245325355273
297.3,308.3,1411,43.2,63,0,True,False,11.0,60955.200000000004,0.04461756373937677
297.4,308.3,1704,27.3,65,0,True,False,10.900000000000034,46519.200000000004,0.03812316715542522
